time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-27 00:00:00+00:00,221,14,95,34
2025-03-28 00:00:00+00:00,741,62,418,91
2025-03-29 00:00:00+00:00,19,7,66,25
2025-03-30 00:00:00+00:00,3,3,46,28
2025-03-31 00:00:00+00:00,1185,88,384,57
2025-04-01 00:00:00+00:00,411,51,305,66
2025-04-02 00:00:00+00:00,748,109,520,107
2025-04-03 00:00:00+00:00,939,76,646,199
2025-04-04 00:00:00+00:00,1147,78,510,148
2025-04-05 00:00:00+00:00,45,10,149,54
2025-04-06 00:00:00+00:00,11,6,89,29
2025-04-07 00:00:00+00:00,661,73,435,102
2025-04-08 00:00:00+00:00,642,48,427,73
2025-04-09 00:00:00+00:00,1350,78,672,128
2025-04-10 00:00:00+00:00,1090,64,484,82
2025-04-11 00:00:00+00:00,296,34,268,78
2025-04-12 00:00:00+00:00,83,10,119,26
2025-04-13 00:00:00+00:00,138,19,56,27
2025-04-14 00:00:00+00:00,1550,89,854,123
2025-04-15 00:00:00+00:00,514,41,399,75
2025-04-16 00:00:00+00:00,536,39,366,76
